,job_title,company,location,salary
173,Senior Data Scientist,MetroPlus Health Plan,New York,"$100,000 - $115,000 a year"
174,Data Science Practice Lead,Spotify,New York,
175,Data Analyst,,New York,
176,Principal Data Scientist,Slice,New York,
177,Senior Principal Data Scientist,PepsiCo,New York,
178,CIB Wholesale Payments Data and Analytics --- Data Scientist,JP Morgan Chase,New York,
179,"Data Scientist, Principal",BNY Mellon,New York,
180,Senior Data Scientist,Etsy,New York,
181,Principal Data Scientist & Manager - Amazon Advertising,Amazon.com Services LLC,New York,
182,2020 Intern - IBM Blockchain Solutions,IBM,New York,
183,"Data Scientist, Office of Talent Research and Data (ORD)",New York City Department of Education .,New York,"From $70,370 a year"
184,Lead Data Scientist,New York Life Insurance Co,New York,
185,Cyber Data Engineer,New York City DEPT OF INFO TECH & TELECOMM,New York,"$76,500 - $90,000 a year"
186,Instructional Designer,Ascend Learning,New York,
187,Machine Learning Engineer - Health ML,Twitter,New York,
188,Senior Data Scientist – Advanced Marketing Analytics / Model...,Spotify,New York,
189,"Analyst, Analytics- MMA",Ipsos North America,New York,
190,"Sr. Data Scientist, Business Intelligence",,New York,
191,Data Scientist,The NPD Group,New York,
192,Senior Data Scientist,BNY Mellon,New York,
193,CIB Wholesale Payments Data and Analytics --- Data Scientist...,JP Morgan Chase,New York,
194,Senior Data Scientist,Altice USA,New York,
195,"Director, Epidemiologic Data Science",Pfizer,New York,
196,Copy of DSI INSTRUCTOR,,New York,
197,Lead Data Scientist,,New York,
198,Sr. Data Scientist / Machine Learning Engineer (Ann Taylor/L...,Ascena,New York,
199,Principal Data Scientist,AETNA,New York,
200,Senior Data Scientist,Oracle,New York,
201,Data Engineer,,New York,
202,Data Scientist,The NPD Group,New York,
203,Blackstone Data Science Alternative Data Quantitative Resear...,Blackstone Group,New York,
204,Staff Data Analyst,Harry's,New York,
205,Blackstone Data Science - Private Equity Associate,Blackstone Group,New York,
206,Madewell Customer Data Science Sr. Analyst,Madewell,New York,
207,Lead Data Scientist ( Deep Learning and NLP Expert) - New Yo...,,New York,
208,Senior Data Scientist,BNY Mellon,New York,
209,Sr. Data Scientist,Nielsen,New York,
210,"People Research Scientist, Manager Effectiveness Research",Facebook,New York,
211,Senior Data Scientist – Growth,Spotify,New York,
212,Associate - Equity Research / Data Analytics,BB&T,New York,
213,Senior Data Scientist,,New York,
214,CIB Wholesale Payments Data and Analytics --- Data Scientist...,JP Morgan Chase,New York,
215,Copy of DSI INSTRUCTOR,,New York,
216,Senior Data Analyst,Public Consulting Group,New York,
217,"People Research Scientist, Internal Communications",Facebook,New York,
218,"Data Scientist II, Marketing Analytics",TD Bank,New York,
219,Senior Data Scientist,Verizon,New York,
220,"Sr. Associate, Data Scientist Optimization",KPMG,New York,
221,SLED Sales Representative - UpState NY & NJ,NetApp,New York,
222,Vice President - Equity Research / Data Analytics,Truist Financial,New York,
223,Data Scientist / Machine Learning / DL / AI - C++ / CUDA / S...,LOCKHEED MARTIN CORPORATION,New York,
224,Senior Data Scientist,CDPHP,New York,
225,"Data Scientist, Computer Vision (NY)",Etsy,New York,
226,"L'Oreal, Director of DMP, Digital Identity & Data",L'Oreal,New York,
227,Senior Data Scientist - Air,,New York,
228,SENIOR DATA SCIENTIST,,New York,
229,Research Scientist (Open Rank),Columbia University,New York,
230,"Data Scientist, Natural Language Processing (NY)",Etsy,New York,
231,Field Engineer,,New York,
232,"Consultant, Analytics- MMA",Ipsos North America,New York,
233,Innovations - Data Engineer,Blackstone Group,New York,
234,"VP, Data Scientist Lead - Quality Analytics & Experimentatio...",JP Morgan Chase,New York,
235,Data Manager - Web Scraping,Morgan Stanley,New York,
236,Cyber Security Data Scientist,News Corp,New York,
237,Google Data Engineer,Accenture,New York,
238,Lead Data Scientist,Verizon,New York,
239,"Vice President, CIMD3846699",Goldman Sachs,New York,
240,Sr. Data Scientist,Ascensia Diabetes Care,New York,
241,2020 Canon Insights Summer Internship - Business Intelligenc...,"Canon U.S.A., Inc.",New York,
242,Machine Learning Engineer - Event Detection,Twitter,New York,
243,"People Research Scientist, Leadership",Facebook,New York,
244,Data Scientist,Motion Recruitment,New York,$60 - $70 an hour
245,Senior Data Engineer,Chartbeat,New York,
246,Senior Data Scientist,Medidata Solutions,New York,
247,VP of Data Science,IHS Markit,New York,
248,Insights Director,,New York,
249,Data Scientist - Senior Consultant - New York!!!,Capgemini,New York,
250,ICBU Senior Data Analyst Alibaba.com,Alibaba,New York,
251,Data Science Intern,"Bertelsmann, Inc.",New York,
252,SENIOR HEALTH CENTER DATA ANALYST,,New York,
253,"Sr. Data Scientist, Business Intelligence",,New York,
254,"Associate, Artificial Intelligence & Machine Learning",Penguin Random House LLC,New York,
255,Lead Data Scientist,,New York,
256,Data Analyst I - Population Health Science & Policy,Mount Sinai,New York,
257,"Director, Epidemiologic Data Science",Pfizer,New York,
258,Senior Data Scientist,Verizon,New York,
259,Machine Learning Engineer - Health ML,Twitter,New York,
260,CIB Wholesale Payments Data and Analytics --- Data Scientist...,JP Morgan Chase,New York,
261,Data Science Internship (Graduate),CVS Health,New York,
262,Senior Data Scientist,Altice USA,New York,
263,Data Scientist,The NPD Group,New York,
264,"Applied Scientist, Catalog Item Relationships","Amazon.com Services, Inc.",New York,
265,Senior Data Scientist – Advanced Marketing Analytics / Model...,Spotify,New York,
266,"Senior Data Analyst, Royalty Reporting Full-time New York, N...",,New York,
267,AI Engineer,RBC,New York,
268,"Senior Data Analyst, Product",,New York,
269,Content Data Science Engineer (Deep Sector),FactSet Research Systems,New York,
270,Senior Data Analyst,Oracle,New York,
271,2020 Credit & Fraud Risk Full-Time Data Scientists / Analyti...,American Express,New York,
272,Director Data Science,AETNA,New York,
273,Principal Data Scientist,AETNA,New York,
274,Sr. Data Scientist / Machine Learning Engineer (Ann Taylor/L...,Ascena,New York,
275,Machine Learning Engineer,,New York,
276,Lead Data Scientist ( Deep Learning and NLP Expert) - New Yo...,,New York,
277,Data Science Graduate Intern,Strategic Financial Solutions,New York,
278,Data Scientist / Machine Learning / DL / AI - C++ / CUDA / S...,LOCKHEED MARTIN CORPORATION,New York,
279,Imaging Sciences - 3D Applied Scientist,"Amazon.com Services, Inc.",New York,
280,"Data Scientist II, Marketing Analytics",TD Bank,New York,
281,"Engineer, Machine Learning",,New York,
282,"Director, Data Analytics, Data Science",AT&T,New York,
283,Madewell Customer Data Science Sr. Analyst,Madewell,New York,
284,Sr. Data Scientist,Nielsen,New York,
285,Software Engineer (Chatbot and AI),,New York,
286,"Head of Data Science, Instagram Discovery",Facebook,New York,
287,Senior Data Analyst - Air,,New York,
288,"Data Scientist, Computer Vision (NY)",Etsy,New York,
289,"Data Science Manager, Analytics",Facebook,New York,
290,Data Science Internship (Undergraduate),CVS Health,New York,
291,Senior Data Scientist,,New York,
292,Data Science Manager – Alpha Insights,"Two Sigma Investments, LLC.",New York,
293,"Head of Data Science, Instagram Experience",Facebook,New York,
294,Senior Data Scientist – Growth,Spotify,New York,
295,Core Data Science Intern (PhD),Facebook,New York,
296,Blackstone Data Science Alternative Data Quantitative Resear...,Blackstone Group,New York,
297,"Sr. Associate, Data Scientist Optimization",KPMG,New York,
298,"Data Scientist, Natural Language Processing (NY)",Etsy,New York,
299,"Senior Data Analyst M/WBE, Enterprise Data Services",,New York,"$65,000 - $80,000 a year"
300,"Research Scientist, Natural Language Processing (PhD Univers...",Facebook,New York,
301,"Head of Data Science, Instagram Experience",Facebook,New York,
302,"Senior Director, Global Medical Impact Assessment Senior Dec...",Pfizer,New York,
303,"Research Scientist, Artificial Intelligence (PhD)",Facebook,New York,
304,Copy of DSI INSTRUCTOR,,New York,
305,Senior Data Analyst,Public Consulting Group,New York,
306,Data Science Analyst I - Geriatrics and Palliative Care,Mount Sinai,New York,
307,"Manager, Data Science",NATIONAL GRID CO USA (NE POWER),New York,
308,Senior Data Analyst,"Marsh & McLennan Companies, Inc.",New York,
309,Data Science Internship (Undergraduate),CVS Health,New York,
310,CCB - Quantitative Modeling/Data Science - Vice President,JP Morgan Chase,New York,
311,"Data Scientist II, Marketing Analytics",TD Bank,New York,
312,"Senior Data Analyst M/WBE, Enterprise Data Services",,New York,"$65,000 - $80,000 a year"
313,Senior Data Engineer,Capital One - US,New York,
314,"Tech Intern - Software Engineer, Machine Learning",Comcast,New York,
315,Senior Data Scientist,Verizon,New York,
316,"Sr. Associate, Data Scientist Optimization",KPMG,New York,
317,"Data Science Analyst (Class of 2019), M&A Strategic Sharehol...",CITI,New York,
318,Intern - Machine Learning,GLOBALFOUNDRIES,New York,
319,Data Validation Lead / Environmental Scientist,Dawson,New York,
320,"Supervisory Survey Statistician (Regional Survey Manager), G...",US Department of Commerce,New York,"$61,131 - $115,251 a year"
321,Vice President - Equity Research / Data Analytics,Truist Financial,New York,
322,Data Science Specialist USA,Mphasis,New York,
323,Quantitative Researcher,"Two Sigma Investments, LLC.",New York,
324,Data Scientist / Machine Learning / DL / AI - C++ / CUDA / S...,LOCKHEED MARTIN CORPORATION,New York,
325,Senior Data Scientist,CDPHP,New York,
326,"Data Scientist, Computer Vision (NY)",Etsy,New York,
327,"Postdoctoral Researcher, Artificial Intelligence (PhD)",Facebook,New York,
328,Machine Learning Engineer,Saks Fifth Avenue,New York,
329,AI Data Engineer,Capgemini,New York,
330,Senior Data Scientist - Air,,New York,
331,SENIOR DATA SCIENTIST,,New York,
332,"Senior Data Analyst – Disney+ Product, Customer Growth",Disney Streaming Services,New York,
333,Manager Data Science,Wavemaker,New York,
334,Senior Data Analyst,Weber Shandwick,New York,
335,Machine Learning Engineer,,New York,
336,"Intern, Natural Language Processing (NLP)",Fitch Ratings,New York,
337,"Manager, Data Science (Studios Analytics)",Spotify,New York,
338,Data Science Specialist - Pricing,CITI,New York,
339,Data Science Architect - Data Manufacturing,Bloomberg,New York,
340,Statistician,"KS&R, Inc",New York,
341,Data Analyst- Senior,,New York,
342,"Senior Data Analyst, Merchant Health",,New York,
343,"Data Scientist, Natural Language Processing (NY)",Etsy,New York,
344,"Sr. Product Manager, Data",CBS,New York,
345,"Applied Scientist , Alexa NLU",Amazon.com Services LLC,New York,
346,Staff ML Engineer - Applied Modeling - Cortex,Twitter,New York,
347,"VP, Data Scientist Lead - Quality Analytics & Experimentatio...",JP Morgan Chase,New York,
348,Business Development Manager – AI (Machine Learning/Deep Lea...,"Arrow Electronics, Inc.",New York,
349,Cyber Security Data Scientist,News Corp,New York,
350,Swaps Strategist,Morgan Stanley,New York,
351,Senior Data Analyst,,New York,
352,Statistician,"KS&R, Inc",New York,
353,Sr. Data Scientist,Ascensia Diabetes Care,New York,
354,Sr Data Analyst,Discovery Communications,New York,
355,"Director, Data Analytics, Data Science",,New York,
356,Software Development Engineer - Amazon AI,"Amazon Web Services, Inc.",New York,
357,"Senior Data Analyst, Merchant Health",,New York,
358,"Senior Analyst, Data Science",American Express,New York,
359,Intern - Machine Learning,GLOBALFOUNDRIES,New York,
360,SENIOR DATA SCIENTIST,,New York,
361,Senior Data Analyst,IPG Mediabrands,New York,
362,"Sr. Product Manager, Data",CBS,New York,
363,Business Development Manager – AI (Machine Learning/Deep Lea...,"Arrow Electronics, Inc.",New York,
364,Staff ML Engineer - Applied Modeling - Cortex,Twitter,New York,
365,Senior Data Scientist - Air,,New York,
366,Sr. Specialist Data Analyst - IT Portfolio Management and Re...,BNY Mellon,New York,
367,"Senior Data Analyst M/WBE, Enterprise Data Services",,New York,"$65,000 - $80,000 a year"
368,AI Research Scientist - NLP,Bloomberg,New York,
369,Research Staff - Mathematical Sciences,Rensselaer Polytechnic Institute,New York,
370,"Supervisory Survey Statistician (Regional Survey Manager), G...",US Department of Commerce,New York,"$61,131 - $115,251 a year"
371,Senior Counsel for Telecommunications/Artificial Intelligenc...,New York City LAW DEPARTMENT,New York,"$111,595 - $153,666 a year"
372,Data Scientist - Senior Consultant - New York!!!,Capgemini,New York,
373,"Senior Data Analyst - Supply Chain, Business Technology",Mount Sinai,New York,
374,Chief Data Officer,Sterling National Bank,New York,
375,"Software and Data Architect, MSK MIND",Memorial Sloan-Kettering Cancer Center,New York,
376,Senior Data Analyst,1199SEIU Family of Funds,New York,
377,"Data Engineer, AWS Translate Machine Learning","Amazon Web Services, Inc.",New York,
378,"Intern, Natural Language Processing (NLP)",Fitch Ratings,New York,
379,Senior Data Engineer (hands on),Capital One - US,New York,
380,Statistical Analyst,Columbia University,New York,
381,"Manager, Data Science - Forecasting",Amazon.com Services LLC,New York,
382,Senior Data Analyst,,New York,
383,Senior Data Scientist,Medidata Solutions,New York,
384,"Director, Data Science",,New York,
385,Engineering Manager (Machine Learning) - Health ML,Twitter,New York,
386,Machine Learning Engineer - Event Detection,Twitter,New York,
387,Data & Analytics Consultant (NYC),,New York,
388,VP of Data Science,IHS Markit,New York,
389,Data Science Analyst II – Mount Sinai Health Partners,Mount Sinai,New York,
390,Quantitative Researcher in Machine Learning,"Two Sigma Investments, LLC.",New York,
391,"Senior Data Scientist, Game Analytics",,New York,
392,Deep Learning/CV Engineer,,New York,
393,Senior Financial Data Analyst,Elderplan,New York,
394,"Visiting Researcher, Artificial Intelligence (PhD)",Facebook,New York,
395,"Manager, Quantitative Analysis",Capital One - US,New York,
396,"Data Engineer, Marketing Science",Mindshare,New York,
397,"Associate, AI Engineer",KPMG,New York,
398,"Senior Principal Data Analyst, Enforcement",Finra,New York,
399,Jr Developer-Machine Learning,Columbia University,New York,
400,"Software Engineer, Machine Learning",Google,New York,
401,Machine Learning Eng 2,IQVIA,New York,
402,Senior Financial Data Analyst,Metropolitan Jewish Health System,New York,
403,Postdoctoral Researcher in Data Science (010320083120),New York University,New York,
404,Statistical Analyst,Columbia University,New York,
405,NLP/ Machine Learning R&D Engineer,IPsoft,New York,
406,"Machine Learning Engineer, Linguistic Tools - Brooklyn",Etsy,New York,
407,"Associate, AI Engineer",KPMG,New York,
408,Swaps Strategist,Morgan Stanley,New York,
409,Postdoctoral Associate in Data Science,New York University,New York,
410,Data Scientist Technical Lead,Google,New York,
411,CIB Machine Learning Center of Excellence - Applied AI/ML Le...,JPMorgan Chase & Co.,New York,
412,Global Product –Machine Learning/NLP Expert,Aon Corporation,New York,
413,"Manager, Data Science - Forecasting",Amazon.com Services LLC,New York,
414,CIB Machine Learning Center of Excellence - Applied AI/ML Di...,JP Morgan Chase,New York,
415,"Manager, Data Engineer (hands on)",Capital One - US,New York,
416,Machine Learning - Researcher,GE Corporate,New York,
417,VP of Data Science,IHS Markit,New York,
418,Data Science Manager - Instagram Shopping,Facebook,New York,
419,Deep Learning Engineer - AI Research,AlphaSense,New York,
420,"Senior Data Analyst - Supply Chain, Business Technology",Mount Sinai,New York,
421,"Senior Data Analyst, Financial Services",,New York,
422,CIB - Applied AI & Machine Learning Associate,JP Morgan Chase,New York,
423,"Senior/Staff Data Scientist, Analyst",SoFi,New York,
424,Quantitative Researcher in Machine Learning,"Two Sigma Investments, LLC.",New York,
425,Senior Applied Scientist,Amazon.com Services LLC,New York,
426,"VP, Data Science",Dotdash,New York,
427,Sr. Specialist Data Analyst - IT Portfolio Management and Re...,BNY Mellon,New York,
428,Head of Data Science,S&P Global Ratings,New York,
429,Director of Data Science,BuzzFeed,New York,
430,Director of Data Science,Vettery,New York,
431,"Senior Associate, Data Scientist, Natural Language Processin...",KPMG,New York,
432,Data Architect Manager,Accenture,New York,
433,"Data Engineer, Marketing Science",Mindshare,New York,
434,"Research Scientist, Machine Learning (PhD)",Facebook,New York,
435,Data Scientist / Senior Data Scientist - Predictive Analytic...,,New York,
436,"Solutions Engineer, Applied Machine Learning",Facebook,New York,
437,Vice President - Insights & Data Insurance Lead,Capgemini,New York,
438,Data Science Consultant,ZS Associates,New York,
439,"VP, Data Scientist Lead - Quality Analytics & Experimentatio...",Chase,New York,
440,Post Doc Researcher – Machine Learning,Microsoft,New York,
441,Data Science Systems Programmer Analyst,Brown Brothers Harriman,New York,
442,Researcher in High-Performance Computing and Data Science,Brookhaven National Laboratory,New York,
443,"Manager of Data Science, Recommendations",Etsy,New York,
444,Enterprise Data Architect,Memorial Sloan Kettering,New York,
445,"Senior Principal Data Analyst, Enforcement",Finra,New York,
446,"Research Scientist, Core Machine Learning (PhD)",Facebook,New York,
447,Natural Language Processing Engineer,,New York,
448,Asset & Wealth Management – Intelligent Digital Solutions –...,JP Morgan Chase,New York,
449,"Software Engineer Intern, Machine Learning (PhD)",Facebook,New York,
450,"VP, Data Scientist Lead - Quality Analytics & Experimentatio...",Chase,New York,
451,Data Science Systems Programmer Analyst,Brown Brothers Harriman,New York,
452,"Research Scientist, Core Machine Learning (PhD)",Facebook,New York,
453,"Research Scientist, Machine Learning (PhD)",Facebook,New York,
454,Head of Data Science,S&P Global Ratings,New York,
455,Asset & Wealth Management – Intelligent Digital Solutions –...,JP Morgan Chase,New York,
456,Senior Data Scientist - Enterprise Risk Management,Bloomberg,New York,
457,Software Engineer - Research (Machine Learning),,New York,
458,Enterprise Data Architect,Memorial Sloan Kettering,New York,
459,Data Architect Manager,Accenture,New York,
460,Machine Learning Engineer,"Amazon Web Services, Inc.",New York,
461,Data Scientist / Senior Data Scientist - Predictive Analytic...,,New York,
462,"Research Engineer, Artificial Intelligence (University Grad)",Facebook,New York,
463,Senior Data Analyst,"AbleTo, Inc.",New York,
464,"Specialist SA, Machine Learning/AI Services","Amazon Web Services, Inc.",New York,
465,Accenture Strategy - Enterprise Data & Analytics Consultant,Accenture,New York,
466,Machine Learning - Researcher,GE Corporate,New York,
467,CIB Global Channel Services - Vice President -Sr. Data Analy...,J.P. Morgan,New York,
468,Product Manager - Applied Machine Learning (AML),Facebook,New York,
469,Manager IT Data Science,JetBlue Airways Corporation,New York,
470,Senior Machine Learning Engineer,American Express,New York,
471,Data Scientist - Work with Analytics and Engineering,Jobspring,New York,"Up to $275,000 a year"
472,Research Intern - Machine Learning - Microsoft Research New...,Microsoft,New York,
473,"Software Engineer, Machine Learning - Algorithmic Targeting",The New York Times,New York,
474,Advisory Services Senior - Financial Services - Information...,EY,New York,
475,"Machine Learning, Lead Engineer",Saks Fifth Avenue,New York,
476,Senior Data Engineering Lead - Sensor Data,Medidata Solutions,New York,
477,Senior Data Analyst,Avani Technology Solutions Inc,New York,
478,"Software Engineer, Machine Learning, Planner/Behavior Predic...",Waymo,New York,
479,CIB Global Research - Applied AI & Machine Learning Senior A...,JP Morgan Chase,New York,
480,"Senior Data Analyst, Pharmacy",EmblemHealth,New York,
481,Senior Data Analyst - Environmental Medicine and Public Heal...,Mount Sinai,New York,
482,Senior Quantitative Analyst - Model Developer,Capital One - US,New York,
